User Id,Quesh,Quesh Date,Respo
61,You've been gifted a free trip for 2022. Where are you going?,2021-12-15,To London!! I haven't been in 7 years and it is time that I go back. One of the best trips I have been on
15,You've been gifted a free trip for 2022. Where are you going?,2021-12-15,Puerto Rico with my guy. He has a place there 
4,You've been gifted a free trip for 2022. Where are you going?,2021-12-15,"Sydney here we come, mate! ? ?? "
11,You've been gifted a free trip for 2022. Where are you going?,2021-12-15,Paris! I cant wait to go back. 
33,"If you led your own country, what would be your top three rules?",2021-12-14,The US with term limits and political investment oversight
14,"If you led your own country, what would be your top three rules?",2021-12-14,My top rules would have to do with taxes 
154,"If you led your own country, what would be your top three rules?",2021-12-14,"Everyone sign a social contract explicitly stating they will adhere to certain pro social values/behaviors 75% of land must always remain in its natural form Clean air, water, food, land is a right not a privilege and protected as such by government "
106,"If you led your own country, what would be your top three rules?",2021-12-14,1.) afternoon siestas 2.) late night fiestas 3.) bottles misomsa brunches 
15,"If you led your own country, what would be your top three rules?",2021-12-14,Kindness and free healthcare and if there is someone in need you always help 
51,"If you led your own country, what would be your top three rules?",2021-12-14,"Rules vs Laws Im gonna stay away from laws & a super serious answer here. Couple rules for country of Chacos: 1) were gonna be green 2) were gonna support healthy food ? 3) were gonna value PTO/vacation days ? Lets live long, healthy, happy lives. Right? Right. "
130,"If you led your own country, what would be your top three rules?",2021-12-14,Respect one another Your opinion matters Everyone has feelings
6,"If you led your own country, what would be your top three rules?",2021-12-14,"Treat everybody equally, everybody gets equal pay/minimum wage, everybody gets Mondays off! "
149,"If you led your own country, what would be your top three rules?",2021-12-14,"Billionaires pay their taxes, parental leave, and free college for all ?"
5,"If you led your own country, what would be your top three rules?",2021-12-14,"Youre taxes would include unlimited Healthcare, unlimited Education and Equal Opportunities for housing. "
114,"If you led your own country, what would be your top three rules?",2021-12-14,- Listen and respect everyone before emitting judgement. - Violence is not allowed - Art for everyone!
4,"If you led your own country, what would be your top three rules?",2021-12-14,"1) Taco Tuesday - Every Tuesday - And it is treated like Thanksgiving where everyone is invited and can bring something to the fiesta if they want. Much like Thanksgiving, people would discuss what they are grateful for and practice gratitude. ? 2) Respect others. Be and let be. Its that simple! ? 3) Discover what youre good at and help others discover what they are good at, too! ?"
11,"If you led your own country, what would be your top three rules?",2021-12-14,1. Cap on capitalism. 2. No weapons. 3. Be nice or leave. 
48,What is the best and worst ice cream flavor?,2021-12-13,Best: salted caramel Worst: butter pecan 
5,What is the best and worst ice cream flavor?,2021-12-13,"In my opinion, the BEST ice cream is Grapenut Ice Cream! The WORST in Mint Chocolate Chip. "
57,What is the best and worst ice cream flavor?,2021-12-13,"Chocolate chip is the best! I havent found a flavor I didnt like, lol"
51,What is the best and worst ice cream flavor?,2021-12-13,"Ben & Jerrys had a cinnamon bun ice cream that I used to eat regularly in college.. that or Cold Stones Apple Pie A La Mo are probs by favorite. Least favorite idk. Idk if Ive ever had ice cream & thought oh this is terrible! Ive never had it so Im totally open to being told Im missing out, but maybe pistachio? I love pistachios but a nut flavored ice cream seems odd to me. "
81,What is the best and worst ice cream flavor?,2021-12-13,Best ice cream for me is anything that has nuts in it. I dont like cookie dough ice cream. Cookie dough needs to be cooked ??
14,What is the best and worst ice cream flavor?,2021-12-13,Best: Green mint chip 
11,What is the best and worst ice cream flavor?,2021-12-13,Best: Butter Pecan Worst: Anything with Candy/Waxy Chocolate 
56,What is the best and worst ice cream flavor?,2021-12-13,Worst *brand* I've had is Nightfood Ice Cream. All the flavors were terrible ? I love Netflix & Chill flavor from B&J
88,What is the best and worst ice cream flavor?,2021-12-13,"I dont like peppermints flavor or artificial fruit flavoring. I think it taste like kids medicine in disguise lol. My favorite ice cream flavor would be taro, matcha, and everything else. Im pretty adventurous when it comes to trying new things except for the ones I mentioned above. I at least tried it once before excluding it ?"
29,What is the best and worst ice cream flavor?,2021-12-13,Mint chocolate chip! Anything with fruit. 
75,What is the best and worst ice cream flavor?,2021-12-13,"Best is mint chocolate chip, worst is anything with nuts hidden in it."
130,What is the best and worst ice cream flavor?,2021-12-13,The best ice cream flavor is cookie dough. The worst flavor is maple nut.
114,What is the best and worst ice cream flavor?,2021-12-13,Best: oatmeal cookie dough ??? and there is no bad ice cream 
61,What is the best and worst ice cream flavor?,2021-12-13,Best for me is Black Raspberry. The worst would be chocolate ?
4,What is the best and worst ice cream flavor?,2021-12-13,Best: Cookies & Cream ??? Worst: Strawberry or Candy Cane 
134,What is the best and worst ice cream flavor?,2021-12-13,Best - baclava Worst - strawberry 
50,What is the best and worst ice cream flavor?,2021-12-13,"The best is any ice cream that you are sharing with someone you love. I dont think there is a worse, I mean its ice cream! Its cold, creamy, sweet and delicious. "
149,What is the best and worst ice cream flavor?,2021-12-13,Best: Coffee Worst: doesnt exist. 
15,What is the best and worst ice cream flavor?,2021-12-13,Best- pistachio Worst/ anything with banana or chocolate covered cherry
6,What title would you give this chapter of your life?,2021-12-12,Redirection or something to have to do with a finale since Im in my senior year of college 
77,What title would you give this chapter of your life?,2021-12-12,The happiness you never thought would happen 
89,What title would you give this chapter of your life?,2021-12-12,My Younger Years
9,What title would you give this chapter of your life?,2021-12-12,Changing the sails
123,What title would you give this chapter of your life?,2021-12-12,Tequila. I drink it with breakfast lunch and dinner. And dessert. And as a snack. 
151,What title would you give this chapter of your life?,2021-12-12,The discovery
51,What title would you give this chapter of your life?,2021-12-12,"Early 30s : fatherhood, career-change & other signs that $h!ts getting real "
11,What title would you give this chapter of your life?,2021-12-12,New Beginnings 
114,What title would you give this chapter of your life?,2021-12-12,Reinvention
15,What title would you give this chapter of your life?,2021-12-12,The Upcoming 
5,What title would you give this chapter of your life?,2021-12-12,Starting Over
56,What title would you give this chapter of your life?,2021-12-12,Motherhood
75,What title would you give this chapter of your life?,2021-12-12,Revealing the layers within
149,What title would you give this chapter of your life?,2021-12-12,Meeting Myself 
4,What title would you give this chapter of your life?,2021-12-12, Dont Stop Believing ?
81,What title would you give this chapter of your life?,2021-12-12,Growing older wisely. Making better investment choices 
130,What title would you give this chapter of your life?,2021-12-12,Coping
134,What title would you give this chapter of your life?,2021-12-12,Another unexpected turn
140,What is the most useful app?,2021-12-11,"The app Im most often on is Instagram, which I love, but for the most useful is probably my Amazon app. So freaking easy to order just what I need at the touch of a button. "
121,What is the most useful app?,2021-12-11,"Got Emm by seg universe Best game Ive ever played, not so useful though. Not enough nut apps "
123,What is the most useful app?,2021-12-11,Tequila Matchmaker. Great app. I rate it 5 stars 
5,What is the most useful app?,2021-12-11,Spotify ??????????? I LOVE to listen to all my mothers favorite song! It brings me down memory lane!? ? RIP ?RJ ??????
11,What is the most useful app?,2021-12-11,I use Apple Maps a lot. Does that make me old school? Lol
6,What is the most useful app?,2021-12-11,Useful? Instagram only in the sense of its allow me to get a following and get my photography out there in the world and have people from across the world be able to see them. Healthy? This one?not the toxicity that apps like Instagram can bring where youre judging peoples bodies or well being. 
15,What is the most useful app?,2021-12-11,I feel like this app because I can think about questions and answer them based off of how I feel. My safari app is useful too because Im always questioning things and looking them up
130,What is the most useful app?,2021-12-11,Google
31,What is the most useful app?,2021-12-11,"For now, it is Waze since Im driving long distances each week. I dont know what I would do without it. "
14,What is the most useful app?,2021-12-11,Waze
81,What is the most useful app?,2021-12-11,YouTube. It helps me with a lot of hands on projects 
51,What is the most useful app?,2021-12-11,"I dont know if I use any app thats like, life changing, from a usefulness standpoint. I probably use ESPN & IMDB the most, but idk if thats really useful. Even though I dont use it a ton, maybe Venmo? Just makes paying people on the spot easy no matter what bank they have, whether they are standing next to you or across the world. Also makes it harder to say no to Boy Scouts at my door asking me to buy popcorn so, win for them "
134,What is the most useful app?,2021-12-11,Depends on the situation but here are a couple: Paprika 3 for recipes Far Out for Hiking Notes for recording ideas To Do for to do lists
67,What is the most useful app?,2021-12-11,Outlook I guess lol 
4,What is the most useful app?,2021-12-11,"Im biased, but all things put aside Shazam saves my life all the time "
121,What is the best holiday movie?,2021-12-10,Any movie with deez nuts in it
5,What is the best holiday movie?,2021-12-10,Its a Wonderful Life.??
67,What is the best holiday movie?,2021-12-10,Love actually 
51,What is the best holiday movie?,2021-12-10,I have two if thats allowed : Home Alone : Ill quote every line but laugh like its my first time seeing it. All five times Ill watch it every December. Its a Wonderful Life : It just embodies what the holiday spirit is to me it leaves me grateful & appreciative for everyone & everything I have. I make a point to watch it every year. 
77,What is the best holiday movie?,2021-12-10,I dont have a best but there are movies I love to watch every year. A Christmas story Four Christmas Home alone 1 & 2 
14,What is the best holiday movie?,2021-12-10,A Christmas Story
11,What is the best holiday movie?,2021-12-10,"I guess maybe Its a Wonderful Life, but I sure do make sure to watch The Family Stone every year. ? "
56,What is the best holiday movie?,2021-12-10,Elf AND The Grinch 
75,What is the best holiday movie?,2021-12-10,Die Hard
117,What is the best holiday movie?,2021-12-10,Home Alone or A Christmas Story
152,What is the best holiday movie?,2021-12-10,Obessed with the movie The Holiday with Cameron Diaz and Kate Winslet. Such a cute story! 
4,What is the best holiday movie?,2021-12-10,All-Time Classic: Its A Wonderful Life Modern: Home Alone ???
81,What is the best holiday movie?,2021-12-10,"Best man holiday, This Christmas, Home alone "
81,"If you were to give away one product to everyone, which would you choose?",2021-12-09,This is a hard one. Got me really thinking. I would say a neck massage to use after a hard day of work 
130,What is the best holiday movie?,2021-12-10,Grandma got run.over by a reindeet.
149,What is the best holiday movie?,2021-12-10,Home Alone ??! Macaulays ability to carry an entire move at such a young age is so impressive. An absolute classic 
134,What is the best holiday movie?,2021-12-10,White Christmas 
15,What is the best holiday movie?,2021-12-10,Its a Wonderful Life because it shows people how they impact others lives 
73,What is the best holiday movie?,2021-12-10,"Depends on the genre and what youre going for (and how you define holiday movie, some might not qualify for some people) but some of my favorites are: Elf, Its a Wonderful Life, Miracle on 34th Street, Meet Me in St. Louis, "
151,What is the best holiday movie?,2021-12-10,How the Grinch Stole Christmas
92,"If you were to give away one product to everyone, which would you choose?",2021-12-09,A bottle of common sense ?
51,"If you were to give away one product to everyone, which would you choose?",2021-12-09,"Ive thought about this all day & I think Im just waaaay over thinking this. Im gonna keep it light. Id give away new shoes. Shoes for everyone! Think of the marketing, Step toward a better Together or something like that. I think I could get buy-in on this. ?"
5,"If you were to give away one product to everyone, which would you choose?",2021-12-09,A diffuser with essential oils. I love aromatherapy. ??
84,"If you were to give away one product to everyone, which would you choose?",2021-12-09,"From a worldwide perspective Im thinking something like a stove or fridge or water purifier that maybe many people could benefit. But here in the US most people would already have those. Context matters. Maybe a smart phone? Seems very useful the world over and even where people have them, a backup or upgrade would probably be appreciated by many. But with all of these (fridge, stove and phone) there would be recurring bills and with a water purifier likely filter changes needed. Argh! I dont think this question was meant to be so tough. Im going to go with shoes. Everyone can benefit from a good pair of shoes!"
130,"If you were to give away one product to everyone, which would you choose?",2021-12-09,Chapstick 
114,"If you were to give away one product to everyone, which would you choose?",2021-12-09,A big cozy blanket
4,"If you were to give away one product to everyone, which would you choose?",2021-12-09,"One of the most expensive massive chairs on the market. I think rest & relaxation are often overlooked by our society. I think wed all benefit if everyone were able to work from a relaxed, calm mindset ?????????????? #nahhhimmastay "
149,"If you were to give away one product to everyone, which would you choose?",2021-12-09,"My favorite pen (zebra f-301), because its the little daily luxuries that make life nice. "
11,"If you were to give away one product to everyone, which would you choose?",2021-12-09,Food 
134,"If you were to give away one product to everyone, which would you choose?",2021-12-09,Is kindness a product?!? We sure could all use more of that these days! 
15,"If you were to give away one product to everyone, which would you choose?",2021-12-09,It sounds cheesy but just the basic necessity of socks. I would typically like to give everyone money but everyone uses it differently and I would like it to be put to a good use. With socks everyone needs and wears them
119,Would you rather move every year or live in the same town forever?,2021-12-08,Move every year
123,Would you rather move every year or live in the same town forever?,2021-12-08,I would move every year. I get to try out different tequilas every time I move. 
77,Would you rather move every year or live in the same town forever?,2021-12-08,I can live in the same town forever as long as I can travel. I hate moving 
118,Would you rather move every year or live in the same town forever?,2021-12-08,Same town but travel around often! Need a home base!
81,Would you rather move every year or live in the same town forever?,2021-12-08,I rather live in the same town so I can have a place to call home and travel all over the world 
6,Would you rather move every year or live in the same town forever?,2021-12-08,100% move every year I wanna see the world and I like change and new environments 
5,Would you rather move every year or live in the same town forever?,2021-12-08,Move every year????
149,Would you rather move every year or live in the same town forever?,2021-12-08,"One place forever. I love to travel, but growing roots and building community is too special to trade in for constant relocations "
67,Would you rather move every year or live in the same town forever?,2021-12-08,"After moving every year for 5 years, Im gonna go with live in the same town forever "
29,Would you rather move every year or live in the same town forever?,2021-12-08,Same town ever year!
147,Would you rather move every year or live in the same town forever?,2021-12-08,"Same town. But it would have to be an awesome town like NYC, London, Provincetown "
11,Would you rather move every year or live in the same town forever?,2021-12-08,"I would move every single day of my life if the only other option was living in the same town forever. Actually, Im not far off from doing that anyway. ? "
14,Would you rather move every year or live in the same town forever?,2021-12-08,Move every year 
56,Would you rather move every year or live in the same town forever?,2021-12-08,"If I had a good community, Id want to live in the same town forever. "
114,Would you rather move every year or live in the same town forever?,2021-12-08,??? I can move every year within the same city as long as it is New York! 
121,Would you rather move every year or live in the same town forever?,2021-12-08,Move every year imagine all the new nuts ?? 
107,Would you rather move every year or live in the same town forever?,2021-12-08,I would like to move every year with someone Id like to live together forever 
75,Would you rather move every year or live in the same town forever?,2021-12-08,I've lived in the same town forever and I'm quote happy with it.
117,Would you rather move every year or live in the same town forever?,2021-12-08,Live in the same town forever! Moving every year would be so costly. 
134,Would you rather move every year or live in the same town forever?,2021-12-08,Both. Id like to have a place to come back to but Id also like to do the whole van life thing so I could see more of this amazing country before we destroy it. 
130,Would you rather move every year or live in the same town forever?,2021-12-08,I have lived in the same city for 60 years.
51,Would you rather move every year or live in the same town forever?,2021-12-08,"If were being 100% realistic, moving every year would be a total pain. Moving every 5-10 years I could see, but even that gets complicated once you have a family. My idea would be to find a place you want to live & put down some roots. Set up home-base. Then just travel everywhere else you want when you can ? But everyones different. Some people need that change to stimulate their soul, Im just not one of them ??"
15,Would you rather move every year or live in the same town forever?,2021-12-08,Move every year. Ive moved a lot and each time I became more personable and connected with so many people
4,Would you rather move every year or live in the same town forever?,2021-12-08,"Move every year ???? So many places to go, so many people to meet! ?? #misstraveling"
88,What was your first job?,2021-12-07,My first paid job was working as a Computer lab assistant on campus during my undergrad. ?
147,What was your first job?,2021-12-07,Paper boy
29,What was your first job?,2021-12-07,Account manager at a small branding firm. At least that was the title I gave myself. 
51,What was your first job?,2021-12-07,Pizza delivery driver ? I was barely 16 with a license & I was paid in cash at the end of every day. Not a documented employee in any way Pretty sure there was nothing legal about it but ??
77,What was your first job?,2021-12-07,Six Flags over Georgia. I work there for three years and was promote after my first year first year assistant leader
56,What was your first job?,2021-12-07,"I worked one day a week at my dads job, doing excel sheets"
14,What was your first job?,2021-12-07,Front desk at NHSF in high school
130,What was your first job?,2021-12-07,I was 10 years old. I worked under the table at Fish and Chix next door to my house. I pulled the grey vein from the middle of the shrimp.
67,What was your first job?,2021-12-07,Working for my dad. Promptly got fired ? full circle and Im working for my dad again. One year and havent been fired yet ??
5,What was your first job?,2021-12-07,"Friendlys on Water Street in Framingham, Massachusetts! ????????????????????????Many, many moons ago.???? A family restaurant & ice cream shop??"
134,What was your first job?,2021-12-07,I briefly got a telemarketer job when I was in high school. I got 3 dead people the first night on the phones and never went back. 
123,What was your first job?,2021-12-07,I was a tequila taste tester. 
15,What was your first job?,2021-12-07,In a bakery as a cashier but it didnt last long because I couldnt get out of school on time so it was really an after school counselor for the YMCA
4,What was your first job?,2021-12-07,Welcome to Dunkin Donuts! This is Thomas. What can we get started for you today? ?? #dunkies
146,What was your first job?,2021-12-07,Cashier at a grocery store
11,What was your first job?,2021-12-07,"I worked in my aunts restaurant when I was 15, but that wasnt really an official job. I guess my first real job was at a law firm my first year of college. I very quickly decided I did not want to go to law school. ? ? "
6,What was the last concert you went to?,2021-12-06,THE DRIVER ERA THEY WERE AMAZING!!!
143,What was the last concert you went to?,2021-12-06,2019BTS LOVE YOURSELF 
11,What was the last concert you went to?,2021-12-06,Hmmmits been so long. I think maybe it was Dolly Parton. What a gem. ? 
123,What was the last concert you went to?,2021-12-06,Dan and Shay. My favorite song was Tequila.
14,What was the last concert you went to?,2021-12-06,Annual summer concert at the boat!
77,What was the last concert you went to?,2021-12-06,Its been So long but I will have to say it has to be one or the following two. Dont ? but I think it was Jussie Smollett ? or my girl P!nk
141,What was the last concert you went to?,2021-12-06,I got to see Martina McBrides Christmas Tour last week and it was AMAZING! I am in the Christmas spirit now! 
107,What was the last concert you went to?,2021-12-06,Alan Walkers concert 
130,What was the last concert you went to?,2021-12-06,Beach Boys in 1977 havent been to a concert since.
75,What was the last concert you went to?,2021-12-06,"Oddly enough my last concert was Slayer, Ministry and Primus even though I'm not a huge fan of any of them. Still ended up having a really great time ? Primus put on a video display that was absolutely captivating."
51,What was the last concert you went to?,2021-12-06,Black Pumas last month.. it was incredible! Please listen. I see Houndmouth next week so Im pretty excited about that too. 
22,What was the last concert you went to?,2021-12-06,I literally cannot remember ?? Probably something in 2016 or 17?? 
134,What was the last concert you went to?,2021-12-06,Guster in August 2020. In a field at a state fairgrounds. With space for you next to your car so it was pandemic safe. It was brilliant and I wish theyd done it again this year. It was the most normal Id felt in months for a brief moment. ?
5,What was the last concert you went to?,2021-12-06,Andrea Bocelli ?? sweet music ? ? ? to my ears!?
117,What was the last concert you went to?,2021-12-06,Does an orchestra concert count..? 
67,What was the last concert you went to?,2021-12-06,Red Hot Chili Peppers 
118,What was the last concert you went to?,2021-12-06,A random Burlington band at Nectars where I must have drank about 15 Red Bull Vodkas and danced my face off
81,What was the last concert you went to?,2021-12-06,"Janet Jackson with my father, my sister and 2 of my cousins. It was one of the best times with my Dad"
4,What was the last concert you went to?,2021-12-06,"Spice Girls 2019 Reunion Concert in Bristol, UK ?????"
15,What was the last concert you went to?,2021-12-06,I honestly couldnt tell you or remember but I do know Im going to see Meg the Stallion and Dua Lipa in February 
121,Who is someone you look up to?,2021-12-05,The guy who invented deez nuts jokes 
56,Who is someone you look up to?,2021-12-05,My father 
6,Who is someone you look up to?,2021-12-05,My parents for raising all my siblings and still being together through all the tough times and just building the lives they did and allowing me to be at college and have the life I do. 
48,Who is someone you look up to?,2021-12-05,My sister ?
15,Who is someone you look up to?,2021-12-05,My mama always 
51,Who is someone you look up to?,2021-12-05,"My father in law. Hes super smart, great at handy work, has stayed in a committed marriage for over 40 years, provided for his family, and raised some great kids. That handy work thing is huge. From showing me how to change the breaks on our cars to how to do a million different different things around the house. The guy is a lifesaver ?"
134,Who is someone you look up to?,2021-12-05,Sadly most of the people Ive looked up to have passed. But the people Ive looked up to the most in the past are those that seem to be able to maintain equanimity in the face of daily life and all its ups and downs. 
11,Who is someone you look up to?,2021-12-05,Anyone over 510 (I wish I were taller). 
67,Who is someone you look up to?,2021-12-05,My dad! 
5,Who is someone you look up to?,2021-12-05,JESUS! ???????????
117,Who is someone you look up to?,2021-12-05,I look up to my parents (: 
4,Who is someone you look up to?,2021-12-05,"1) Each of my parents their stories inspire me every day! 2) Richard Branson, Barack Obama & Lori Greiner I admire how they havent lost themselves in pursuit of their wildest dreams! ?"
130,Who is someone you look up to?,2021-12-05,Tyler Perry his sense of life that he portrays in all of his movies and plays.
33,Who is someone you look up to?,2021-12-05,Chesty Puller 
118,"What do you want more, a quiet night in or a wild night out?",2021-12-04,A wild night in
77,"What do you want more, a quiet night in or a wild night out?",2021-12-04,Love a good quiet night and home looking at TV
141,"What do you want more, a quiet night in or a wild night out?",2021-12-04,How about a quiet night out? ?
6,"What do you want more, a quiet night in or a wild night out?",2021-12-04,A quiet and cozy night in is probably my favorite Im not a big party person! 
121,"What do you want more, a quiet night in or a wild night out?",2021-12-04,A quiet night in with deez nuts (I got a big bag of peanuts ?)
5,"What do you want more, a quiet night in or a wild night out?",2021-12-04,Definitely a quiet night in! ??????
140,"What do you want more, a quiet night in or a wild night out?",2021-12-04,Looking forward to a wild night out after many quiet nights in ??
14,"What do you want more, a quiet night in or a wild night out?",2021-12-04,You have to balance both.. more quiet nights in than wild nights out but a wild night out is needed every now and then 
107,"What do you want more, a quiet night in or a wild night out?",2021-12-04,Quiet night in the dark with my favorite orange light ? 
11,"What do you want more, a quiet night in or a wild night out?",2021-12-04,Quiet night in. 
142,"What do you want more, a quiet night in or a wild night out?",2021-12-04,A wild night out and then a quiet chill time at home
51,"What do you want more, a quiet night in or a wild night out?",2021-12-04,"I think even in my party-going days, Id probably opt for a quiet night if I was being honest with myself. Its pretty cliche, but especially now & the older I get, a night at home in some comfy clothes & a good show or movie followed by a good night sleep always feels incredible. ??"
4,"What do you want more, a quiet night in or a wild night out?",2021-12-04,More? A quiet night in! ??
9,"What do you want more, a quiet night in or a wild night out?",2021-12-04,You only live once! Definitely wild night out. Miami or NY only apply
56,"What do you want more, a quiet night in or a wild night out?",2021-12-04,A quiet night in 
48,"What do you want more, a quiet night in or a wild night out?",2021-12-04,Quiet night in ?
75,"What do you want more, a quiet night in or a wild night out?",2021-12-04,I'm all about quiet nights in anymore
134,"What do you want more, a quiet night in or a wild night out?",2021-12-04,Always a quiet night in. 
81,"What do you want more, a quiet night in or a wild night out?",2021-12-04,Ive had to many quiet nights out. Im due for a wild night out. Bring it on!!?????
123,"What do you want more, a quiet night in or a wild night out?",2021-12-04,A night with tequila
130,"What do you want more, a quiet night in or a wild night out?",2021-12-04,A quiet night at home!! ?????
117,"What do you want more, a quiet night in or a wild night out?",2021-12-04,A quiet night in! Id snuggle under a blanket and watch a movie. 
15,"What do you want more, a quiet night in or a wild night out?",2021-12-04,I used to like wild nights but now Im content with quiet nights. Every now and then wild but I like quiet 
67,"What do you want more, a quiet night in or a wild night out?",2021-12-04,"A quiet night in with sushi take out, tea, jammies, and a vintage real housewives marathon "
141,What song have you listened to most this year?,2021-12-03,Tomorrow Tonight by Loote
33,What song have you listened to most this year?,2021-12-03,Billy - 69
75,What song have you listened to most this year?,2021-12-03,Your makeup is terrible by Alaska ThunderF
9,What song have you listened to most this year?,2021-12-03,Rasputin
6,What song have you listened to most this year?,2021-12-03,Just cause I love you by Avery Anna
109,What song have you listened to most this year?,2021-12-03,how do u sleep? 
144,What song have you listened to most this year?,2021-12-03,R&B
134,What song have you listened to most this year?,2021-12-03,I have no idea. Probably something from Guster. Ive recently realized I rarely listen to music anymore. Given I have a masters in music performance its a little weird
111,What song have you listened to most this year?,2021-12-03,Ocean by Martin Garrix
5,What song have you listened to most this year?,2021-12-03,"According to Spotify, my #1 song of 2021 is Ebony Eyes. Its by Rick James & Smokey Robison! ??????? Run and tell that!??????"
11,What song have you listened to most this year?,2021-12-03,All I Know so Far by Pinklove it! ? 
14,What song have you listened to most this year?,2021-12-03,I have no clue
112,What song have you listened to most this year?,2021-12-03,Laugh now cry later!
4,What song have you listened to most this year?,2021-12-03,Need to Know by Doja Cat ?
51,What song have you listened to most this year?,2021-12-03,Headshots (4r Da Locals) - Isaiah Rashad 
128,What song have you listened to most this year?,2021-12-03,https://open.spotify.com/track/0XlmsaGQ2H53fs549mY5gK?si=NgikAmk7TzSBCDsIAfwNHg
121,What song have you listened to most this year?,2021-12-03,Deez Nuts by Shawn D and Big Daddy Costas
117,What song have you listened to most this year?,2021-12-03,Any Jason Derulo song 
135,What song have you listened to most this year?,2021-12-03,I don't know 
48,What song have you listened to most this year?,2021-12-03,Ray LaMontagne - Hold you in my arms 
130,What song have you listened to most this year?,2021-12-03,Dancing in the sky
118,What song have you listened to most this year?,2021-12-03,WAP. Its a lyrical masterpiece.
15,What song have you listened to most this year?,2021-12-03,Wedding by Mac Miller 
73,What song have you listened to most this year?,2021-12-03,"According to Spotify, Lose Somebody by Kygo! I would have no idea otherwise and may not have guessed that but it doesnt sound egregiously wrong either ??"
107,What song have you listened to most this year?,2021-12-03,Lay it Down by Illenium :)
77,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Peanut butter all the way
143,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Chocolate 
142,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Melting moments
141,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,My favorite peanut butter cookies! 
48,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Betty Crocker Chocolate and Pecan Tassies YUM! (Those are 2 types but I may try to combine the recipe this year!) 
6,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Probably the cute little shortbread cookies from the Black Forest in Amherst IYKYK?theyre just so festive and cute but also like a classic chocolate chip you cant go wrong!!! 
140,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Snickerdoodles!
14,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Chocolate chip walnut
139,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,M&m. most people will like it and it's obvious what it is
138,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Chocolate!!
137,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Matcha Green Tea Cookies
109,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Oreo
121,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Chocolate chip and deez nuts (macadamia nut) Yummm ?
81,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Cranberry nut oatmeal ?
23,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Ok so hear me out. Chocolate chip cookies but without the chocolate chips. Best cookies ever
51,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Snickerdoodle I never knew that would be my answer but here we are 
56,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Chocolate chip 
67,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,White chocolate peppermint brownies ?
118,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Toffee and chocolate chip!!
4,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,"Peanut Butter Blossoms or as Id like to call them, Nipple Cookies ??"
107,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Oreo!
117,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Levain cookies ? if I dont eat them all though
75,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Store bought
134,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Ginger molasses! My favorite! I havent made them in ages.?
5,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,"Definitely Christmas Pretzel M&M Hugs! Gingersnap Cookies, Chocolate Chip cookies ? Peanut Butter Blossoms, Christmas Fudge and Christmas Toffee! Merry Christmas everybody!???????"
9,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Oatmeal raisin 
11,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,"Oatmeal raisin. Theyre my favorite, and since theyre not so popularmore for me! ? "
130,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Pizzelles
17,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Oatmeal raisin
15,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Pistachio drop cookies probably I loveeeee pistachio 
135,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,Chocolate brownie chip cookies 
73,You're invited to a cookie swap! What type of cookies are you bringing?,2021-12-02,"Oatmeal chocolate chip, pb chocolate chip, or just plain chocolate chip, but definitely chocolate of some kind in there!"
121,What is something you want to accomplish this month?,2021-12-01,I want to try deez nuts (cashews).
9,What is something you want to accomplish this month?,2021-12-01,Lose 5lbs and give it to someone that really needs it
77,What is something you want to accomplish this month?,2021-12-01,I hope to accomplish taking my career to the next level. Ive been at my job for 16 years but now that its time to move forward its a different path and happiness in what I do.
111,What is something you want to accomplish this month?,2021-12-01,final exam
17,What is something you want to accomplish this month?,2021-12-01,Self care by unplugging!
